user_id,timestamp,domain,ip_dst,port,protocol,duration,bytes_sent,bytes_received,vpn_usage,is_fraud,extra_column
001-955-989-7375x2044,2025-04-02 00:55:06,solomon-ortiz.info,162.92.32.254,18481,TCP,3550,2855,3631,False,,
001-281-995-2973x07140,2025-02-26 18:01:15,white.com,33.164.97.46,64663,TCP,3515,786,617,False,,
203.358.4557,2025-03-16 09:29:40,gonzales-meyer.biz,80.35.27.14,18368,TCP,1629,2664,799,True,True,
+1-642-445-8836,2025-03-19 22:49:47,fritz.biz,47.118.175.106,63332,TCP,1911,712,1834,False,False,
436-252-7878,2025-04-02 22:12:21,cisneros-webster.net,214.99.73.49,26497,TCP,1228,1032,371,True,True,
+1-580-406-3432x720,2025-03-20 17:45:36,noble-carey.com,203.227.199.132,64718,TCP,1149,505,4379,True,,
+1-852-292-8082x5582,2025-03-23 20:13:29,roberts.com,177.178.113.202,41583,UDP,643,3765,2586,True,False,
001-951-253-5207,2025-04-11 02:54:12,scott-ayala.com,72.74.136.75,14855,TCP,204,1084,1825,False,True,
(415)790-5556x092,2025-03-16 21:20:30,nichols.com,92.235.130.164,26386,TCP,3532,396,164,True,True,
712.508.3650,2025-01-01 02:19:46,terry.com,137.163.113.119,41368,UDP,1634,1369,1512,True,True,
496.719.3027,2025-03-04 13:39:10,george.com,58.72.201.35,9864,UDP,2965,1254,1093,True,,
001-543-574-6346x0456,2025-04-12 01:23:55,schwartz.com,166.56.253.30,35482,UDP,1446,1158,485,True,,
713-488-6059x49472,2025-03-29 23:15:34,lee-atkins.com,165.158.233.152,53905,TCP,2167,944,1982,False,,
342.224.0165x96507,2025-04-10 16:12:54,brown.org,204.138.27.253,54882,UDP,2161,1901,1878,False,False,
001-540-707-4480x172,2025-03-27 03:14:09,hudson-banks.net,110.92.109.38,60946,UDP,3395,3665,4035,False,,
+1-535-521-6482x4234,2025-01-01 06:23:56,meyer.net,159.172.7.83,2205,UDP,2889,3754,3713,False,True,
001-317-237-8562,2025-04-04 04:15:28,doyle.com,90.201.62.187,61551,UDP,1465,4621,1829,True,False,
796-298-0009x5345,2025-03-13 11:32:54,gray.com,76.161.163.171,42137,TCP,17,4288,4443,True,,
(636)218-2086x48143,2025-03-27 12:38:40,ramirez.net,30.118.144.66,9708,UDP,2338,2551,4158,False,,
8568470237,2025-04-09 15:52:34,snyder.com,66.129.253.198,15282,TCP,2237,1070,3234,False,,
7966423142,2025-02-03 21:26:14,williams.biz,174.125.137.81,51756,UDP,576,307,1102,True,False,
511.755.8747,2025-03-23 21:32:09,chen.com,160.127.38.233,1645,UDP,1532,3061,1445,False,False,
(896)529-3250x72519,2025-03-19 18:38:41,johnson.info,219.168.5.139,17693,UDP,1318,4245,4184,False,,
+1-680-972-1332,2025-03-21 18:43:43,miller.com,110.84.214.148,25922,UDP,689,3409,3133,False,False,
717-263-1038x0749,2025-01-21 17:35:46,estrada-martin.org,3.233.14.93,64540,UDP,1638,2464,1170,False,False,
+1-548-677-0337,2025-03-23 14:02:35,smith-brewer.com,77.140.7.1,65186,UDP,2888,247,1105,False,,
001-474-967-5136,2025-01-21 07:18:07,mcclure.net,182.239.148.147,26057,TCP,10,3605,929,False,False,
001-469-955-7419,2025-03-31 05:55:29,kelly.org,98.205.68.113,37758,UDP,2485,2362,3432,True,True,
+1-384-664-0780x5968,2025-01-11 15:44:09,cortez.org,103.90.46.133,7515,TCP,749,2169,4919,True,True,
289.951.7747x7439,2025-04-10 02:37:12,kelly-paul.com,18.204.49.163,8745,UDP,1786,2486,622,True,,
(390)475-6442x9755,2025-01-13 04:00:53,brown.com,17.17.22.136,9647,UDP,2164,3234,189,False,,
953.897.3311x4112,2025-04-21 15:20:19,robinson-ramos.com,190.205.10.57,57686,TCP,3537,383,180,True,True,
877.202.3235,2025-02-24 20:38:26,martin.com,128.191.215.132,28586,UDP,2828,1003,4074,True,True,
2115447823,2025-01-31 06:05:20,hansen.com,194.10.251.213,35152,TCP,2674,1976,4468,True,False,
9028525995,2025-01-06 10:19:46,johnson-carter.com,105.151.38.166,52393,UDP,476,3473,2642,False,True,
+1-448-684-4028x25240,2025-03-31 16:55:37,singh.net,191.34.217.181,33820,UDP,1320,1293,2900,True,True,
919-258-7808x4397,2025-03-08 04:40:22,brown.biz,162.160.155.121,26471,UDP,2802,2909,3537,True,,
001-666-429-4772,2025-02-22 19:19:34,knight-douglas.info,156.63.77.45,26790,UDP,3220,869,3646,False,False,
+1-515-545-2155x01806,2025-03-19 16:19:33,shelton-snyder.com,55.205.63.12,1700,TCP,158,4185,814,False,,
+1-766-294-7626,2025-03-19 01:06:22,cross.com,24.124.51.96,48079,TCP,1256,3475,147,True,True,
(461)784-6868,2025-04-20 23:29:02,gray.net,138.95.116.62,38093,TCP,1386,1702,4199,False,,
344.627.2137,2025-03-08 05:54:45,wilson-adkins.com,146.204.49.141,56666,UDP,2017,3711,235,True,,
(824)249-6449x69225,2025-03-02 03:29:22,cunningham.info,146.22.57.167,13735,TCP,2683,3162,4646,True,True,
4969574220,2025-03-11 01:22:45,herrera.org,17.123.82.146,55281,UDP,1693,4957,3257,False,,
328.967.4736x4782,2025-01-15 14:05:42,wright.com,106.25.18.215,58325,UDP,1342,1822,1036,True,True,
+1-374-636-2619,2025-02-08 11:24:43,mccall-santos.biz,29.200.154.47,46665,UDP,2710,2378,1368,False,True,
2068003139,2025-01-28 09:43:06,vargas-valencia.org,196.215.193.96,23457,TCP,388,4723,3107,True,,
6315025210,2025-04-24 05:19:45,duffy.com,192.189.1.67,59993,TCP,3110,4276,1918,True,True,
(368)226-9305,2025-02-07 16:00:18,mclaughlin.com,49.86.105.122,16375,TCP,689,4578,584,False,False,
(520)227-6247x758,2025-04-02 19:05:00,mills.info,47.214.177.84,50863,TCP,1250,4729,3500,False,True,
758-371-8897x773,2025-01-25 08:04:36,wilkins.net,29.68.98.109,44456,UDP,3144,277,3899,False,True,
989-469-7113x5854,2025-02-06 18:05:56,cole-mcintosh.com,95.80.84.110,15699,TCP,1969,2977,1355,True,False,
841.281.3066,2025-04-12 01:02:59,gordon-vasquez.com,20.24.158.0,28125,UDP,1241,4366,2804,True,False,
(501)978-4923,2025-01-11 22:11:55,fields.com,193.178.124.149,23198,TCP,674,3769,1670,True,False,
+1-844-302-6128x60697,2025-02-07 14:03:14,wright.com,87.239.29.213,44266,UDP,3419,4519,3229,True,True,
(865)374-0812x999,2025-03-14 16:32:36,williams.com,35.112.96.88,49369,TCP,1043,4816,4591,True,False,
867.933.3493,2025-01-06 16:04:24,holt-blankenship.com,84.251.137.17,65250,UDP,108,1466,2905,True,True,
841.213.7077,2025-02-11 22:56:37,stevenson.org,197.201.107.48,6243,UDP,15,1523,236,True,True,
+1-935-266-8040,2025-02-02 23:13:55,hansen.biz,156.238.152.189,46880,UDP,1680,4271,1259,True,True,
711.650.9749,2025-01-19 00:57:47,wright.org,104.60.40.123,61475,UDP,2070,4298,1174,True,True,
(388)806-4254,2025-02-19 01:01:13,williams-coleman.info,126.58.17.142,25432,TCP,3013,3695,3965,False,,
517-587-0151,2025-03-27 19:24:11,peterson-nixon.com,146.38.198.187,25192,TCP,3558,2977,3506,False,False,
778-312-7981,2025-04-02 02:20:59,king.net,116.106.65.55,50810,TCP,1866,2558,668,False,,
349.617.2925,2025-01-22 05:59:14,harris-graves.com,121.123.224.162,13525,TCP,807,3886,4167,True,False,
(470)951-7245x5341,2025-03-15 03:06:40,rodriguez.com,122.53.210.139,43037,TCP,2195,1882,4379,True,False,
863-846-9847x650,2025-02-28 23:02:57,cherry.com,88.111.126.37,44519,UDP,1985,200,1371,True,False,
878.503.8654x078,2025-04-05 04:41:59,mills.com,149.106.127.198,30011,TCP,1321,4889,3548,True,False,
6565238774,2025-01-11 23:18:58,johnson.info,126.131.34.15,12450,UDP,77,3266,1989,False,,
4109012219,2025-02-26 22:14:24,ortiz.net,188.173.34.51,53240,UDP,3557,4915,3493,False,,
(807)408-7924x064,2025-03-04 17:21:00,manning-brown.com,197.205.220.252,28377,TCP,485,150,3411,False,False,
(251)894-2743x86576,2025-01-24 02:43:48,may.org,45.163.99.116,53217,UDP,3287,607,1506,True,,
001-485-688-1543x87547,2025-03-10 08:11:48,davis.com,220.30.56.246,14712,TCP,1978,558,3722,False,,
937-619-2438x6233,2025-02-05 04:39:45,wilson-young.info,125.180.119.221,13888,TCP,1966,2980,4950,True,True,
+1-210-884-9259x5203,2025-03-28 00:55:10,nielsen-smith.org,221.116.60.127,10679,TCP,269,4989,2838,False,False,
855.704.9983x15053,2025-04-06 06:46:37,valdez.biz,104.206.34.107,46919,UDP,1488,3485,4651,True,True,
9192593466,2025-01-26 07:39:01,lee.com,86.117.43.242,52439,TCP,167,4778,2882,True,,
001-221-269-4032x729,2025-02-24 10:24:44,calderon-kennedy.com,218.224.214.60,41020,TCP,496,1887,2952,True,False,
001-308-878-2008x911,2025-04-12 21:51:06,chandler.com,96.44.252.68,3876,TCP,1792,4524,4840,True,,
001-773-328-2587x03161,2025-02-16 20:58:14,thomas.biz,221.38.156.181,6037,UDP,2265,3843,4353,True,False,
625-562-9588,2025-02-28 21:15:53,riddle.com,119.209.57.231,23585,UDP,437,2240,1882,True,True,
001-962-661-8202x7393,2025-03-25 23:03:31,parsons.net,30.33.143.2,27852,TCP,1077,1391,1207,True,,
001-387-235-8574x7722,2025-01-28 16:21:48,perez-warren.com,130.72.203.59,51611,TCP,2954,2728,1133,False,False,
+1-354-613-4674x9642,2025-02-10 12:04:58,hanson.info,62.116.3.115,14061,UDP,2145,2902,4383,False,True,
728-700-8434x3115,2025-02-19 16:42:15,wong-mason.org,76.218.228.42,56002,TCP,2223,3520,3852,True,True,
671-479-3703,2025-01-06 20:06:52,kent-smith.org,207.85.208.26,32709,UDP,1604,928,3284,False,True,
001-615-818-3495x382,2025-04-15 09:06:52,love-ellis.com,148.64.245.194,24996,TCP,305,3076,4700,False,,
5638518728,2025-01-15 16:12:39,brown-carpenter.com,55.139.56.30,8467,UDP,3430,4718,4840,False,True,
001-991-282-5515x025,2025-04-08 00:20:42,stanton.com,52.158.6.69,14888,UDP,1391,3009,496,True,,
001-669-575-5204,2025-01-26 06:47:55,jones.biz,72.186.41.114,21165,UDP,2432,2164,4738,True,False,
+1-522-823-2923,2025-03-01 12:42:58,white.net,60.251.19.27,43709,TCP,2793,1143,621,False,True,
804.560.2963,2025-04-06 07:37:41,williams.com,10.236.154.125,28593,UDP,928,1874,4799,True,False,
787.831.1258,2025-02-19 02:17:58,nguyen.com,10.152.16.251,47597,UDP,2905,1601,2403,False,,
+1-757-775-2675x704,2025-02-25 15:07:09,curry.com,167.14.227.81,42941,TCP,2527,1547,2209,True,True,
977-669-3909x537,2025-01-16 21:37:59,dominguez.com,23.14.182.51,53440,TCP,2547,1209,1417,False,,
312.335.4624x08565,2025-04-01 10:40:01,key-johnson.com,90.245.105.127,32326,UDP,1864,1189,4387,False,False,
+1-502-731-7019x9381,2025-01-08 19:49:00,perez-heath.org,51.178.67.87,50682,TCP,2486,3102,3053,True,False,
001-983-634-3088,2025-01-07 20:57:13,phillips-gibson.net,150.32.108.173,63830,TCP,2567,1819,2678,True,,
777.867.2703,2025-01-03 18:47:00,barker.com,116.224.5.4,14910,TCP,2453,2833,4541,False,,
786-886-4666x68323,2025-04-09 19:09:49,peterson-taylor.biz,204.32.3.195,61221,UDP,109,3078,138,True,False,
439-936-6225,2025-03-18 17:55:37,harris.com,159.144.162.237,58277,UDP,2006,4781,1617,False,,
(248)763-1361,2025-03-29 20:27:27,henderson.com,7.143.5.73,29530,UDP,1102,912,2002,True,True,
971-585-3664x3135,2025-02-15 11:10:28,kelley.com,152.198.4.171,16152,TCP,857,1414,539,True,False,
3082311182,2025-04-29 08:14:09,morrison.com,92.103.87.13,19972,UDP,3509,3577,1932,False,True,
(938)399-9300x475,2025-01-04 15:13:47,bautista-baird.org,24.102.163.197,18250,TCP,796,2738,742,True,True,
986.527.4154x327,2025-03-07 20:03:25,schmitt.com,15.169.219.208,49025,TCP,2892,4544,2096,True,True,
(615)657-8389,2025-01-17 01:20:40,lopez-petersen.com,122.151.57.176,25911,UDP,3519,1111,2476,False,,
852.250.7353x778,2025-03-31 21:27:50,hampton.org,122.232.218.147,13548,TCP,1514,3706,1512,True,,
+1-432-927-5369x3317,2025-03-09 05:08:41,munoz-skinner.com,204.68.37.185,55677,TCP,2614,439,2534,True,False,
(374)258-7287x51736,2025-02-02 08:36:24,cross-hanson.biz,187.93.245.40,35641,TCP,2481,4496,1379,False,,
(601)494-6960x9100,2025-01-16 22:52:16,stewart.info,109.27.213.215,7989,UDP,294,289,2655,True,True,
001-304-444-0011x601,2025-02-04 14:43:33,wise.org,115.187.209.127,56373,TCP,3069,4281,1398,True,,
(325)918-6625,2025-02-27 07:18:05,graham.info,69.184.185.54,31635,UDP,3239,2519,1448,True,False,
(476)557-0521x8499,2025-01-29 22:49:19,harris.net,219.127.156.9,48735,UDP,431,1436,4597,True,False,
2913131790,2025-02-02 16:27:08,garrett.biz,177.167.42.93,48867,UDP,2547,775,1777,True,False,
441.232.1312x04131,2025-02-26 14:17:26,frost.org,82.220.34.49,61165,UDP,3112,2421,4223,True,True,
+1-429-683-6560x001,2025-04-12 09:35:07,davis.com,76.184.110.254,59097,TCP,3493,476,3591,False,True,
(329)416-7290x85931,2025-03-05 18:24:01,nguyen.info,204.161.236.61,38316,TCP,3070,1680,359,True,False,
560-751-2607x7107,2025-01-26 12:41:27,lindsey.com,79.98.176.3,41984,UDP,2432,2919,4604,False,False,
801-991-1085x118,2025-01-31 02:21:40,baird.biz,174.13.246.78,41629,UDP,3091,445,3582,True,True,
(561)457-5050x80690,2025-04-07 10:42:39,peterson.com,66.253.253.210,6089,UDP,199,1388,4482,False,True,
766-780-8551,2025-04-12 02:57:42,campbell.com,73.156.1.197,32663,TCP,742,106,3262,False,True,
891-497-8933x339,2025-02-24 16:08:42,wilson.com,50.67.160.82,63991,TCP,2348,2397,3314,False,,
+1-558-480-1540x633,2025-01-29 19:59:32,gray.info,203.241.68.74,50266,TCP,177,3907,560,True,False,
001-616-593-9108x20942,2025-01-03 10:45:12,duncan.biz,10.138.190.250,33850,TCP,1852,4622,4483,False,True,
(740)925-9739x93582,2025-03-26 06:02:08,gomez.com,96.192.36.174,9786,UDP,2180,1656,4737,False,True,
001-210-925-6618,2025-01-04 04:07:47,taylor.com,35.97.122.253,47050,TCP,2176,2972,2613,False,False,
(447)428-6346x5273,2025-01-04 05:41:23,matthews.com,149.241.68.246,17808,UDP,2857,2140,4286,False,False,
(406)440-6757x4778,2025-03-23 08:41:25,andrade-williams.net,104.135.42.179,15265,UDP,1863,971,4881,False,False,
774.994.7472x21298,2025-02-17 01:39:42,serrano.biz,131.197.54.151,44498,TCP,1496,118,4747,True,,
(243)543-0269x912,2025-04-01 05:35:24,gonzalez.com,149.189.237.7,25887,UDP,122,3204,1862,False,False,
864.809.9764,2025-02-20 04:36:14,lee.biz,149.147.10.113,30717,UDP,2649,4295,1003,False,True,
640.898.8516x7063,2025-03-27 17:26:35,spears.com,111.188.145.96,48451,TCP,2734,3570,569,True,False,
(733)992-3988x5607,2025-01-06 20:24:22,bright-acevedo.org,218.82.174.223,17257,TCP,2073,4316,1008,True,True,
+1-220-881-2591x50437,2025-03-03 10:25:49,carroll.biz,154.197.156.97,62638,TCP,1967,1496,2006,True,True,
467.771.7961,2025-04-19 15:29:39,dunn.com,56.68.58.84,63582,TCP,2433,4482,3693,True,False,
(881)343-6333x54819,2025-01-03 16:47:57,patterson.org,218.16.174.66,15303,TCP,1560,1993,2174,True,False,
8767045696,2025-01-22 18:44:48,shelton-freeman.com,153.221.39.39,50531,TCP,158,108,3033,False,False,
845-938-6925x9659,2025-03-13 17:41:27,powell.com,62.42.227.9,36982,TCP,3377,112,316,False,,
653-254-1854,2025-01-13 16:46:28,bryant.com,166.98.148.181,63973,TCP,2925,999,4887,False,True,
6904160267,2025-01-05 16:17:20,clark.com,166.34.25.92,2925,UDP,2959,4005,313,False,False,
608.338.8090,2025-01-07 06:55:11,shelton.com,205.233.57.0,42414,UDP,1937,2771,1557,True,,
(359)786-4349x897,2025-02-02 13:04:39,blankenship.com,95.245.34.66,6007,UDP,40,1196,2672,True,False,
620-555-3404,2025-01-30 18:39:31,bell.info,161.23.224.242,36259,TCP,1895,528,3414,False,False,
435.436.7456,2025-01-31 02:46:44,warner.com,151.5.120.92,32366,TCP,3086,4532,1795,True,False,
(212)899-0599x7582,2025-04-27 09:29:39,perry.com,199.21.203.200,28155,UDP,1416,3590,1072,False,False,
751-539-5301x74875,2025-03-27 22:28:32,mann.com,66.121.78.102,39340,TCP,252,2730,1567,True,False,
(740)219-7697x559,2025-03-28 15:39:38,johnson-graham.com,155.178.80.3,36443,TCP,320,2688,1864,True,False,
979-305-7456,2025-04-22 02:23:18,foster.org,30.156.126.133,37051,TCP,2282,3495,1803,True,False,
(930)506-5030,2025-03-13 18:49:31,hunter.com,86.150.181.56,32457,TCP,701,2112,1515,True,True,
001-550-965-3311,2025-02-16 07:41:22,rubio.com,53.189.175.117,28861,TCP,209,2487,2347,True,False,
(200)523-3629x59095,2025-01-19 03:17:31,jones.net,211.201.105.202,46154,TCP,3557,4024,1624,True,True,
+1-786-487-9295x67643,2025-03-31 05:12:55,zavala.com,151.45.244.238,28364,UDP,1822,4970,2564,False,False,
556-614-6110,2025-01-24 01:35:05,singh.com,50.238.203.210,6632,TCP,547,4519,4042,True,True,
680-610-3577,2025-02-05 22:47:48,wilson.biz,174.128.97.95,50608,UDP,1540,1807,373,True,,
001-747-677-3032,2025-01-03 17:52:48,phillips-stevens.net,98.158.197.126,44527,UDP,2973,4876,4801,False,,
816-943-2838,2025-01-21 17:51:06,williams.org,85.68.231.242,27909,UDP,2064,1649,1670,False,False,
001-663-526-4665x332,2025-02-28 05:01:35,smith-robinson.net,96.90.5.111,48439,UDP,1387,4973,2755,False,False,
+1-523-699-5141x85292,2025-03-14 05:52:56,anderson.com,126.42.218.99,49216,UDP,2963,2047,4011,False,,
443-760-7049x2735,2025-04-27 20:32:33,welch.com,176.98.255.132,34941,UDP,1261,797,1943,False,True,
001-407-988-7578x1053,2025-01-19 01:36:17,ramirez.com,51.66.168.94,14707,TCP,2902,4203,4996,True,,
919-308-5925x160,2025-02-14 04:07:37,beasley.com,155.28.202.204,2962,TCP,1644,1895,765,False,,
+1-454-679-7898x86134,2025-04-12 02:09:02,wilson.com,158.12.28.19,3405,TCP,2759,1291,4659,True,True,
(420)522-2602x268,2025-04-14 01:36:02,williams.info,35.3.225.232,58342,TCP,1471,387,4500,True,False,
634-248-7642,2025-03-18 22:23:09,patel.info,17.16.55.218,55831,TCP,1941,1938,1557,True,False,
554-657-1117x32642,2025-01-01 23:44:02,olsen.com,199.101.198.236,64184,UDP,1673,787,3965,False,False,
370-259-6814x219,2025-04-04 14:04:12,love.com,116.190.230.179,31337,UDP,397,754,2795,False,True,
(981)791-2203,2025-01-26 18:14:29,harding.com,217.161.32.175,1291,UDP,229,3936,376,False,True,
601.233.7175x07622,2025-03-20 01:11:06,blankenship-travis.com,30.52.172.126,41347,TCP,1059,903,2646,True,True,
001-815-321-4837x001,2025-01-26 05:36:24,anderson.com,60.255.196.181,5996,UDP,102,4646,1761,False,False,
001-494-587-4639x12665,2025-04-06 19:50:17,waller.com,69.55.79.163,47041,TCP,2653,3172,2661,True,,
888-640-4040x58262,2025-01-17 08:24:33,nunez-chang.com,210.105.40.69,22185,TCP,3505,2019,3036,False,False,
(272)681-5766,2025-03-16 19:07:25,moore-shannon.com,21.64.95.250,33232,UDP,3435,4228,1183,True,False,
(394)335-4395x59588,2025-03-26 18:25:26,williams-hawkins.com,88.52.138.43,12115,UDP,3018,3772,3915,True,True,
001-241-342-8728x6678,2025-01-06 18:22:29,spencer-jackson.info,182.74.139.217,45924,TCP,1695,2504,2818,True,True,
001-875-566-0524,2025-03-05 11:52:35,thompson.com,205.64.171.52,43556,UDP,3159,1758,282,True,,
+1-398-775-6499x4639,2025-03-02 18:06:05,brown.com,161.225.111.238,37636,TCP,2320,4200,1386,False,False,
+1-285-331-8922,2025-01-31 09:37:34,lopez.biz,195.168.125.124,48805,UDP,2440,3334,1684,True,False,
001-933-698-0254x8248,2025-02-13 07:20:19,cruz.com,69.137.181.241,22266,UDP,2872,4844,3619,True,,
589.944.1085x666,2025-04-16 17:52:19,lee.info,167.1.75.160,53212,TCP,1682,511,569,True,True,
001-871-817-9612,2025-02-13 05:48:54,combs-johnson.com,37.246.139.16,20487,UDP,3250,4542,1821,True,,
765-939-1597x61443,2025-01-08 23:23:12,bender.com,175.158.16.161,9653,TCP,478,2819,559,False,,
(920)862-2204x002,2025-03-07 03:13:55,young.com,186.93.168.101,52017,TCP,38,4029,4726,False,True,
+1-924-277-9892,2025-04-28 18:09:07,roberts.biz,6.210.28.162,3306,UDP,1719,587,4459,False,True,
+1-255-208-6573x72824,2025-02-08 10:35:37,aguirre.info,54.59.140.36,51250,UDP,2679,2332,3666,True,True,
543-545-5159x565,2025-01-25 08:41:01,lynch-carson.net,160.95.171.250,9165,UDP,761,2135,3709,False,,
+1-711-970-5850x837,2025-02-05 15:53:28,elliott.com,8.3.53.195,62740,UDP,665,1134,1133,True,False,
539.573.9930,2025-01-25 23:46:45,young-duncan.com,54.158.224.220,65275,TCP,3215,129,3168,False,True,
+1-439-710-9015x44394,2025-02-01 11:38:00,mckenzie.com,57.188.99.91,23920,UDP,2445,614,1801,True,True,
923-972-7958x896,2025-02-24 13:50:16,may.com,129.141.68.241,44795,UDP,341,1318,4519,True,True,
+1-792-337-8640x1537,2025-03-28 18:16:26,taylor.biz,80.142.185.150,63688,UDP,336,2147,3947,True,False,
