caller_id,callee_id,call_start,call_duration,call_type,cell_id,location,imei,is_fraud
421-966-7701,+1-327-709-6335x9757,2025-02-11 05:18:13,357,sms_out,person,"-13.08107377567795,41.84525531665574",e0f56746-feb1-430f-9073-6845a6583a4f,False
4565140535,+1-750-367-7554,2025-02-02 14:47:38,86,sms_in,style,"45.297376363715074,-111.05402622104273",b3fdf02b-2029-4212-abbb-21f4f3f07ccb,True
727-832-5838x034,+1-245-628-3246x8412,2025-03-30 21:47:25,1039,sms_in,read,"30.700980500680586,-121.21519204893309",7754668b-9c90-4354-9f3d-a4285cd9bdd4,True
+1-249-764-9131x451,3633048025,2025-03-25 09:33:51,659,voice_in,reach,"53.98387170925125,144.1277475011002",e7608d97-c3ff-48e3-b90b-8a3af94514e6,False
4373287024,495-543-1982,2025-03-18 12:07:58,21,voice_out,assume,"87.55912509601092,-79.64739279451443",0886cbaa-4da1-43f2-a790-7aaa0506c4e0,False
+1-754-457-1336,001-245-308-9853x0729,2025-03-11 02:56:37,656,sms_in,recognize,"-88.27333405893252,165.53224273403248",a37476bd-2894-4b5d-bfa0-3f68902c4ff3,True
001-336-855-7198x8758,700-679-3261,2025-03-10 18:07:22,113,voice_in,maintain,"9.310071935954113,-67.76370816955664",ee242d37-e873-49a3-b85f-a7f481649898,
+1-207-545-4764x614,001-914-346-4768x3625,2025-03-04 23:07:26,67,voice_in,avoid,"21.64777144761743,-159.2153082372098",cb1bbff4-0901-4fe3-9fa0-6de8c726c8d3,True
907-431-2717x24006,001-757-230-2453x1708,2025-01-15 22:58:14,804,voice_in,foot,"67.40607144689642,11.85888242540804",7ff1177e-ed43-453d-a31a-592654f2838b,True
+1-413-422-4801x91484,342.588.7369,2025-04-09 15:09:49,171,voice_in,half,"43.48832763994281,87.97020235191468",32036dec-772a-4c70-8a25-4d2da2f1cbe9,True
352-552-6802x3522,001-449-328-2498,2025-04-04 03:51:25,467,voice_out,college,"-74.01075269329715,6.895314943279232",55edb474-82df-4d31-9b24-4a90efe039c7,True
797.238.9503x564,231.685.1182,2025-02-03 09:22:20,1000,voice_in,hot,"-55.04383997382592,-20.021415513473983",dde86adf-7f50-47b2-9d24-4dd2570cfd72,
+1-649-571-5977x4433,001-445-961-2204x165,2025-03-09 22:43:43,32,sms_out,peace,"-62.32247043311865,162.6809392102415",d4f8e420-8e90-49df-8ea2-7d802499f283,False
(382)269-0079,+1-345-910-7693x61865,2025-03-24 14:10:43,872,sms_out,live,"-79.61093278233906,108.454328995438",741a3c71-f881-4d93-b4e0-7ca58479f0cc,False
(648)856-6939,6332535770,2025-02-07 07:24:17,1003,voice_out,while,"81.51121020757523,30.33570322963476",d401fdaf-1c8f-4ee1-bafe-16843e0d5137,
6554850725,645.816.1639x7671,2025-04-20 01:56:48,559,sms_in,he,"24.856604463625885,104.16306044730283",506aba8d-5b19-4988-ad4b-2f3af847cdfa,
855-818-8924x64625,001-356-947-8191x63090,2025-03-20 01:03:21,772,voice_in,painting,"18.442867641801087,-56.93192503566017",144fabf4-da08-45bd-8e2d-1bf35917bcb6,
956.825.8505,818-414-5215x3879,2025-02-23 22:20:32,1190,sms_in,begin,"-73.4760726768207,67.59302329825388",6b21719a-92ed-4a6d-96f1-02d18bf9350d,True
604.895.4420,7772703429,2025-02-13 08:06:29,110,sms_in,task,"-7.613189615702609,40.010582872525674",3782dbc0-37dc-4eca-be04-9c9208de4dae,True
001-356-627-9492x94915,599-357-7536x727,2025-03-05 05:37:56,1113,sms_in,black,"-74.21406098081818,0.044725196205803286",cf0eec47-6b78-432d-8e4c-553919453af8,False
+1-566-695-6151x81351,(366)352-8226x303,2025-04-27 17:59:21,64,voice_in,country,"62.55286235823755,-101.55801256272656",9923111c-8bdf-44f2-82a7-5351dde83aac,False
+1-418-240-4642x2012,695-609-3734x575,2025-04-11 04:49:35,21,sms_out,provide,"46.697371838054124,-58.69479931991084",ca38c12c-01dd-4666-8e06-869fee0660c9,True
422.586.6224,459.657.5598x47327,2025-01-25 04:48:45,828,voice_out,authority,"-45.54061655239078,-101.14210032094245",b7fa4979-ba4b-4ece-b43f-ff365f8abb3b,False
001-525-581-8468x214,716.609.6552x12453,2025-03-13 03:08:54,431,sms_out,week,"-1.3229246299154198,-67.75624662508675",d4b97cf6-9887-4e6c-97f3-0ceb0d270908,False
381-573-9220x57036,3073449583,2025-01-20 14:59:59,332,sms_in,sometimes,"83.69603210202845,-26.454702387724893",6fba8e27-15ad-4262-9458-e860231a2528,False
001-221-281-5115x674,(523)984-2833,2025-04-19 08:56:07,930,sms_out,themselves,"-81.88227076697629,-102.63750977260929",5da41c89-b862-4bbd-9ad4-0bd9ef8955ec,False
001-574-835-5374x856,405.881.7954,2025-03-18 12:10:14,405,sms_out,measure,"49.65604724827307,-120.4405185233954",a4190d00-042c-4f61-8b33-e55910499991,True
584.647.8835,001-682-797-8261,2025-01-01 17:16:33,811,voice_in,political,"29.552250313179556,26.750490752809384",4ff4b575-4663-445a-be23-142f077dbce6,
(618)921-9506,5908833713,2025-04-01 23:12:17,122,voice_in,knowledge,"-70.09563959063857,75.90174363915585",a808173a-9121-41af-a509-9af77f2fb060,False
264.515.8995x544,(776)726-3939,2025-02-11 07:37:19,786,voice_out,tend,"-5.166633305068231,53.202332154756675",d2ea5971-9408-4b8a-bd98-32af92ea5d7f,
702-518-7941x610,+1-788-531-1899,2025-01-19 01:12:18,1048,sms_out,culture,"-55.82910214324956,-143.57854586814025",31a40812-1858-4017-a9f0-25f4d86ac6f0,False
7744538249,001-762-709-8508x64526,2025-03-04 01:59:12,31,voice_out,early,"-33.630522899112485,5.628526921996723",61da0c0f-b8f3-47ab-9cad-4b793e92e060,
795-774-0729,+1-355-625-5680,2025-04-27 17:14:22,757,voice_in,social,"-61.48589769197504,98.70834166198233",81242e3f-34d6-4af4-8025-ebd24aae6b1b,True
(711)547-9911x23010,536-709-3098,2025-02-22 18:57:43,370,sms_out,agency,"24.441981514057574,-5.859991917423059",24fea5e0-0a78-431c-a978-feacdafe1ddc,False
(296)870-1028x753,+1-671-566-9318,2025-04-29 02:57:38,742,sms_in,along,"-10.067674775212964,-112.37136990624987",90b5bcca-15b0-48ce-951c-9d3942c63426,True
+1-271-661-4501x898,+1-336-828-5706,2025-03-13 04:35:49,783,sms_in,daughter,"-73.63717893726636,16.184878773043323",b43be3cd-cebf-4b51-9823-f4fdd9060fc5,True
(654)535-4211x0703,8928893800,2025-01-21 19:28:39,743,sms_in,concern,"-79.73897998499243,6.528331540079876",247286cd-7ada-4104-aa80-21139c6b1b3d,True
001-777-934-0523x7628,+1-970-666-1059x552,2025-01-16 14:55:50,849,sms_out,spring,"73.31082027471268,-107.95686528655321",4a3b39d8-c6c6-4b48-8fbd-e6acc1e2da6c,True
001-961-305-5525,001-679-251-8823x72507,2025-01-22 17:53:26,804,voice_in,over,"-25.271249473372364,-140.34961508732124",25ed35ca-0a3f-4867-a07c-eb998e7de146,False
+1-444-784-2913x4084,(589)237-7482,2025-04-25 06:45:32,355,sms_in,knowledge,"33.25991108903058,-119.15350950372779",d8f54513-7670-4fea-b76f-6d31acc825b8,True
755-357-2412,(427)742-6981,2025-04-16 00:32:04,357,sms_in,address,"16.486909627755608,154.15545133326134",5df9699b-5071-4e23-a7d7-bf7843f340d1,True
001-266-406-1308x006,603-404-4845x6518,2025-03-06 12:08:39,1007,voice_in,level,"-2.196239963425569,-86.31730594447129",e9054fb6-8b44-4039-958a-072445ed864c,
+1-822-506-9444x246,+1-308-987-8563,2025-03-08 10:42:48,603,voice_in,least,"-82.38398328026379,-151.7707289491091",b92b7ccf-dc77-4f5d-b9f6-350a75ef3b96,True
778-607-2038x5932,858-333-0551,2025-03-23 22:29:20,623,sms_in,degree,"55.831661162798696,-18.779348726842642",275fa9dc-64a7-488b-b841-333ed6922689,False
3225698774,9343389426,2025-04-10 03:13:08,1001,voice_in,look,"76.16975785894971,144.25149613126234",035a983d-bf5c-422b-a557-4685f0108761,True
001-850-540-3320x9082,502-357-2952x781,2025-03-04 10:54:29,483,sms_in,himself,"-56.1328933449526,18.484660882549207",733d8541-92a3-4be2-82f7-cc4c3fe95709,False
643.652.4315,(673)775-4454x9097,2025-04-26 16:00:14,146,sms_in,do,"-12.260216089075598,40.429211592705144",2cccb405-51b5-4942-8f58-60a8736594ec,
(446)399-0823,712-829-2154,2025-02-16 07:43:18,106,sms_out,tough,"-28.14703406149235,159.96336693774316",d249054c-9692-4f3f-8a28-284898ecb3e1,True
2997354706,845.221.3132x4297,2025-04-16 07:26:26,728,sms_out,month,"51.855638650085325,86.70574052124744",76ef591c-7104-488b-9848-7e3f8b94859a,
341-315-5772x3307,754.897.5628,2025-03-27 04:41:59,177,voice_in,picture,"61.51269874590605,-103.0969069387385",fb6a024f-69fa-4e14-bb61-7be22e51083a,True
(431)500-3445x69661,(861)595-6451,2025-04-17 11:30:00,1161,sms_out,show,"14.77854628921601,176.8941346398832",0798b072-a4ac-404d-88f2-4c04d9269e46,
538-958-7369,592-893-6634x0005,2025-04-05 03:03:55,978,voice_in,enter,"-33.248272604406814,-0.7533198966750945",8a39fe95-28dc-4994-b13a-11405becd604,True
(503)933-2574x8915,(383)563-6631x8800,2025-02-05 03:58:13,227,sms_out,scene,"-15.211668385120646,-38.08366849328948",bc3801e5-81a7-460a-9484-59621b18774a,
001-988-348-3412,668-681-7199x606,2025-01-03 22:29:19,73,sms_in,various,"-12.600455455556528,158.1600322028254",d0edf919-dd1d-4906-8740-a175d549804f,False
741.667.6185x629,(768)540-0372x9097,2025-03-20 16:15:22,796,voice_in,cold,"60.319568924071746,51.95587293017127",5cd186dd-7689-4823-9bc0-2985f99bea17,False
964-226-4028,515-784-8802x413,2025-02-03 01:55:41,894,voice_out,question,"-22.57125376916099,-39.30629782537423",6286d2cb-767e-4ec3-86b2-680085aefc3d,True
001-543-878-4554x215,7319695268,2025-03-08 19:48:07,944,sms_in,military,"-41.543651957079554,172.7451147887386",59247671-11c7-40b8-b3dd-1f98d620a86e,
3809746737,4719939950,2025-02-17 01:10:07,526,sms_out,without,"62.77546609790946,-165.28661701071852",69f2814d-5249-4b8b-af02-182890ad67ca,False
(262)207-2042x24857,001-238-626-3375x2684,2025-03-14 22:13:49,576,voice_in,money,"13.8148691401463,-15.393767574531267",c05d031e-3bda-45d0-b344-78fc68e37fec,False
+1-691-460-6611x383,6296664185,2025-04-09 13:13:20,990,voice_in,billion,"68.55563345634235,109.01368576166493",ea0f3572-4ec5-4cc7-af52-338912e10b31,True
001-469-650-9334x9502,+1-225-623-9827,2025-01-25 07:17:28,295,sms_in,enjoy,"9.114289285658089,127.70920830507026",0a5741f0-b9db-4394-8c39-8474619dc5d4,True
+1-229-227-1344x152,+1-358-264-4442,2025-01-15 06:06:21,691,voice_in,only,"-48.98676016425773,154.41524593770583",0e26bf1d-da02-4d1c-ba58-a9a450bda505,
+1-834-825-7524,001-774-874-6425x1790,2025-04-02 23:55:37,1176,voice_out,sell,"-33.36568425337851,73.91508834665737",25bf6869-8229-428f-811e-b7e4a6ef72cd,
243-850-6624,+1-921-647-0564x45299,2025-01-16 05:53:34,482,voice_out,suffer,"14.929171514768015,-7.871467049908688",17178c14-b34e-42ff-a910-1a9ffb810866,
(996)633-2001,001-533-738-8561x8128,2025-02-05 18:05:33,1128,voice_in,couple,"34.048882351844824,-155.32687027263262",0bc79905-38ec-4082-a44b-41caf9c809f3,False
858.726.7644,001-974-730-9227,2025-03-31 23:16:37,1010,sms_in,within,"17.046619742295945,-158.43137586653225",0d67cee1-cba3-47e2-9995-25f5a8daaeb0,True
809.872.1398x1860,980.669.6420x323,2025-03-27 23:12:38,274,sms_out,ever,"61.83667969361153,54.60106287249923",e4c9bf7b-3863-48d0-a65c-96848bf1aaeb,False
+1-950-395-0605x6976,001-624-676-2828x254,2025-01-02 17:31:45,598,voice_out,order,"88.37513136141857,137.78418817082718",48b1d82f-2c93-49f6-971d-635a2935fd82,False
+1-415-595-0380x66547,+1-840-715-6712x91932,2025-03-09 02:46:36,858,sms_out,ever,"-86.89970791631663,-161.34990826269726",bb6ebc6e-a206-45fc-9c2f-ee663206e6c3,False
(766)346-9535,(684)306-9971x4476,2025-03-08 01:33:48,1044,voice_out,remember,"-24.41613745220228,-66.27024532956804",91943ac0-76ab-4bc1-b968-391598c1b53c,True
