roaming_status,action,geo_coordinates,event_id,platform,subscriber_id,event_type,position,terminal_model,home_network,network_type,recorded_at,bearer_type,user_id,device_type,timestamp,transaction_id,device_model,tracking_id,os_version,device_os,is_roaming,access_technology,event_name,service_action,roaming_active,location,event_time,log_time,phone_number,connection_type,msisdn,is_fraud,session_id,handset,cell_location,os_type
False,,,,,,,,Pixel 6,,5G,,,6890585391876,,2023-03-26T16:27:23.000Z,3cf35780-f552-4d9c-97bf-695af621f588,,,,,,,,SIM switch,,"-37.0174,115.8033",,,,,,True,,,,Android 12
,,"28.5591,90.6108",,,,,,,False,,,2G,5305848270569,,01/02/2023 23:29:05,,,,,,,,,power_on,,,,,,,,False,7170d6b4-4103-451f-9bd0-1b97776e394f,Oppo F21,,Android 13
,,,,,2641689574702,power_on,,,True,,2023-10-19 22:23:08,5G,,,,fd6f1589-5eac-407f-a683-08eb7169a8b7,,,,iOS 15,,,,,,,,,,,,False,,Samsung Galaxy S22,"-81.2829,-52.1582",
,,,1582e18b-8294-48f6-9252-d8841a76bd80,,,power_on,"-62.3088,-138.7465",,,,,,,,,,,,Android 12,,True,,,,,,11/01/2023 23:16:02,,4829881199189,,,False,,Oppo F21,,
,power_on,"78.0027,76.1429",71989343-a83a-4ba3-a6e8-3ca3bbaabb44,,2763071848630,,,,True,,,4G,,Pixel 7,2023-09-25T02:21:32.000Z,,,,,,,,,,,,,,,,,False,,,,Android 11
,,,,,,,,,,,,WiFi,,,,,,4327d478-106d-41f1-887f-d8c270549d29,Android 11,,True,,,location_change,,,,08/09/2023 18:12:57,9703620054971,,,False,,,"-48.8111,-69.0462",
False,,"69.3258,155.3752",01513da6-0706-4e62-a042-78d67557451c,,,power_on,,Oppo F21,,2G,,,,,,,,,,,,,,,,,1676836176,,4238311963088,,,False,,,,Android 12
True,,,,,,,,Pixel 7,,,,,,,2023-07-07 07:31:47,,,,Android 12,,,WiFi,app_launch,,,,,,5024515157033,,,False,bdfdacad-3521-4a4b-8555-261efc402444,,"-47.6803,-127.3149",
,,,,,,location_change,,,True,4G,,,,,2023-05-07 17:16:56,,,,Android 13,,,,,,,,,,,,1309792011087,False,,iPhone 14,"85.5601,99.5877",
,app_launch,,,,,,"-7.2068,146.3444",,True,,,,,,1675650094,,Vivo V25,50ae653b-8405-4ce2-ba60-146b4263bd58,,Android 12,,,,,,,,,,3G,1270007008709,False,,,,
,,,829442a5-c660-4824-9e90-fc5c8bb8d3b8,,2037431748073,,"-28.0268,-129.4376",,,,,WiFi,,,2023-08-01T15:12:13.000Z,,Realme GT,,,,False,,,power_on,,,,,,,,False,,,,iOS 16
,,"67.4751,23.0334",06b58c19-33eb-443c-a37e-03abefd879eb,,,power_on,,OnePlus 10,,,2023-01-04T19:00:00.000Z,,6343065780137,,,,,,,,True,,,,,,,,,,,False,,,,
,SIM switch,"-34.3221,47.3908",,,3017147562835,,,Vivo V25,,,,,,,,,,d351d758-3480-4100-9534-62d6af34d208,Android 12,,False,,,,,,,2023-02-28 21:00:44,,5G,,False,,,,
True,location_change,"-36.7232,163.6112",963baa67-fc21-407e-ab86-19fe3b4778dd,,,,,,,,,,3121403812744,,,,,,,iOS 16,,4G,,,,,15/05/2023 10:59:47,,,,,False,,Realme GT,,
,,,,,2237783571747,,,OnePlus 10,,,,5G,,,1688734778,,,157ef6d5-e2fd-4112-85d6-8709df3e0765,,Android 11,True,,,,,,,,,,,True,,,"-32.7572,-55.8958",
,,,,,,power_on,"55.5572,146.3746",Xiaomi Mi 11,,,,,6591023905721,,,016ac0c8-1d7c-4f50-a4f4-949335c134fb,,,,Android 11,,2G,,,True,,,2023-02-16T19:46:06.000Z,,,,False,,,,
,,,7c9817fb-f4bc-44f7-8418-7144b1fa7c20,,,SIM switch,,,True,,,,,,,,Vivo V25,,Android 12,,,3G,,,,,1687550373,,8273805131408,,,False,,,"-51.1513,-88.1415",
True,app_launch,"48.7773,-130.2647",,Android 11,,,,Samsung Galaxy S22,,,,,2609884254649,,01/07/2023 08:26:10,,,,,,,5G,,,,,,,,,,False,db0c43b7-2e4c-420d-82bd-fa92fc3157b1,,,
True,,,,,,,,,,,,WiFi,1183271706881,,,,OnePlus 10,,,,,,,location_change,,"42.3910,-147.3924",2023-06-02 02:38:15,,,,,False,379c1127-df1b-4cda-b0f9-b8272ada8860,,,Android 12
,,,5981887d-2905-44c8-9f57-1caaddcdcb17,Android 13,3624567665062,,,Pixel 7,,,,,,,,,,,,,,,power_on,,False,,1680617556,,,,,False,,,"36.3949,16.4866",
,app_launch,,2c546ce6-6aba-4899-adb5-aba807b05164,iOS 16,,,,iPhone 14,,WiFi,,,,,1701659922,,,,,,,,,,False,,,,5637539849193,,,False,,,"-38.8289,52.1619",
,,,2b6efd08-b602-4b08-be54-6151bed37ad1,,,app_launch,,,,,,,,,,,,,,,False,2G,,,,,,09/17/2023 23:01:36,2308397792405,,,False,,,"-48.4594,156.2435",Android 13
,,"-79.4297,68.8057",,,,,,,,,20/10/2023 00:05:10,5G,,,,,,6ee9a969-04c7-41e4-af00-bd6479ea410b,,Android 12,,,,app_launch,True,,,,,,2230883406742,False,,Vivo V25,,
True,,,fdd7ba93-add8-48a7-b3f2-58a16dc77957,Android 11,7606507320594,,,,,3G,28/06/2023 16:25:14,,,,,,Xiaomi Mi 11,,,,,,,app_launch,,,,,,,,False,,,"-78.3470,174.9382",
,,,,,,,,,False,,,,,Oppo F21,,,,20dd1740-fcd0-47b8-8642-97448b1ab35f,iOS 16,,,,location_change,,,"49.0883,169.0534",07/04/2023 22:39:28,,,4G,8570316186535,False,,,,
,SIM switch,"53.2437,128.4216",d6f7c7e4-4102-4eb0-9df3-582e05d5fc36,,,,,iPhone 13,,,,,8243492491776,,,,,,,Android 13,False,3G,,,,,,12/26/2023 09:46:41,,,,False,,,,
False,,"-28.9391,159.1747",5fce3610-3b9c-4afa-ad04-4fe6d0c4dff0,Android 12,,,,OnePlus 10,,,1703299307,WiFi,9096100462931,,,,,,,,,,,location_change,,,,,,,,False,,,,
False,,,,,9889607137082,,,,,,,,,,,,Xiaomi Mi 11,b301d5a8-9abc-435c-8657-66039ca5eadf,iOS 15,,,4G,SIM switch,,,"-89.4289,51.3564",2023-03-10T15:24:14.000Z,,,,,True,,,,
,,"86.6136,140.5700",,,,SIM switch,,,,3G,,,9775959225061,,2023-01-06 20:49:32,,,,,Android 12,False,,,,,,,,,,,False,5d730973-7d88-441d-91fe-3503b6a25a8f,OnePlus 10,,
,SIM switch,"-8.1683,21.7106",,,,,,,,WiFi,2023-05-21 08:15:03,,2431557891146,Pixel 7,,,,f2d30b56-aa6e-4c8a-b96d-c5a3d2081d41,iOS 16,,False,,,,,,,,,,,False,,,,
,location_change,,,,,,"49.7556,-179.7048",OnePlus 10,2,,,3G,,,,,,,iOS 16,,,,,,,,06/08/2023 14:13:32,,,,9632264916861,False,,,,
False,,"74.0324,27.5744",,,,,,,,,2023-10-22 16:28:37,,6573127115660,Samsung Galaxy S22,,,,b210efd3-93b7-40ca-a6b2-bb1c74f4b97b,,Android 11,,,location_change,,,,,,,3G,,False,,,,
,,,,,,,,Pixel 6,False,2G,08/23/2023 20:50:57,,3557450958923,,,b8746783-216f-477a-a9f8-6cfc3c20e252,,,,,,,app_launch,,,,,,,,,False,,,"19.7654,69.3831",iOS 16
,,"-26.8024,18.8616",,,,,,,False,,08/09/2023 20:14:04,,,Realme GT,,dfdc43f4-e078-4a43-8988-50177a55f173,,,,iOS 15,,3G,,SIM switch,,,,,,,1543977271782,False,,,,
,location_change,,54aaebdf-b4d4-4ad8-bc36-4feae81b8316,,,,,,False,,,,3520916944661,iPhone 14,,,,,Android 13,,,2G,,,,"57.8309,120.5323",07/14/2023 06:27:53,,,,,False,,,,
,location_change,,,,6202137365684,,"-25.0698,120.0214",,True,,,5G,,,,,,,Android 11,,,,,,,,2023-10-27T10:06:32.000Z,,,,,False,37b2c17c-5a2f-458a-aec3-922b36ede3b9,,,
,,"21.3142,-65.0459",,,6963967331335,,,,,,,,,,,,,,iOS 15,,False,,,power_on,,,08/08/2023 13:11:15,,,,,False,830155cf-1326-423d-9e29-0623cf539dbd,Realme GT,,
True,power_on,,,Android 13,,,"-75.0646,-54.3019",Realme GT,,,,,,,15/03/2023 12:51:16,,,,,,,WiFi,,,,,,,5589506760937,,,False,f23f6a60-b795-4962-a70d-f1d32af85dbf,,,
,location_change,,,,,,,,,5G,28/06/2023 16:53:28,,,Samsung Galaxy S22,,e36e7b54-0797-4847-975d-aaf6a599fc59,,,iOS 15,,,,,,False,"4.2533,159.6065",,,8522771191311,,,False,,,,
True,,,,,,,,iPhone 13,,5G,,,,,,,,,,,,,,power_on,,"-73.7865,-69.1231",,12/07/2023 16:27:06,3441263900936,,,False,,,,
,,,,iOS 16,3622334220662,location_change,"67.6264,48.1157",,,,,5G,,,,034a0a52-1ae7-4bc2-a1e9-6d9b05cde0c4,,,,,,,,,True,,,05/14/2023 21:10:45,,,,False,,,,
,,,50ce5a30-c108-4b09-96ea-c9ae8d1d40d3,,5720472485675,location_change,"-89.6636,-57.4552",Vivo V25,,,,,,,2023-08-24 19:06:19,,,,,,True,4G,,,,,,,,,,False,,,,Android 13
,,,,,,,,,False,5G,,,,,,,,09a11847-6d0e-46b7-8bca-0e51cdf90048,Android 13,,,,SIM switch,,,"-31.5356,84.2671",,19/04/2023 21:57:36,3215934555221,,,False,,Xiaomi Mi 11,,
False,,,,,7161228481431,location_change,,,,,,,,,,,Oppo F21,,iOS 16,,,,,,,"43.6138,111.1171",2023-05-02 01:27:29,,,4G,,False,33eb12d6-a347-4266-8611-39a8a00931be,,,
,,,,Android 12,,,,,,,,,,Realme GT,,,,,,,False,,,app_launch,,,10/20/2023 19:06:08,,,5G,6578961900625,False,9579cc54-49dd-40f3-89dd-d0dacb363e7e,,,
,,"-71.5434,112.0842",,,,,,,,,,4G,,Realme GT,,,,,,,True,,power_on,,,,1693710700,,,,5724278211301,False,1488722f-2045-47e8-b3cf-067246b43126,,,iOS 16
,app_launch,,,Android 13,,,"71.5942,100.1893",,,,,WiFi,,iPhone 14,,,,1cdd813a-0b27-4937-9054-f68ae3723f8e,,,False,,,,,,2023-10-22 11:06:17,,,,7445927932898,False,,,,
,,,,,,power_on,"76.2146,11.7173",Xiaomi Mi 11,,,,,,,,,,7fc21dba-cc45-4c60-8f1b-922b0a6916b8,,iOS 15,,3G,,,False,,,2023-01-22T01:26:45.000Z,5187225390513,,,False,,,,
,app_launch,,2c3f74bc-fdd1-464f-99ae-3d9b3af3df9a,,4343520094794,,,,False,,,5G,,,2023-11-02T22:20:15.000Z,,,,,iOS 15,,,,,,,,,,,,False,,iPhone 14,"-17.1636,-110.9117",
,,,,,,SIM switch,,,True,,,,4280703435497,,21/06/2023 20:15:07,,,,iOS 16,,,,,,,"9.4820,-24.4253",,,,5G,,False,2744e192-ec4a-4e90-ace9-94666cd8d44a,OnePlus 10,,
True,,,c0649072-f31c-438e-8d54-33f1f8eb2f5d,,,app_launch,"-71.1038,-146.1070",,,2G,,,,iPhone 14,2023-12-17 11:38:48,,,,,Android 13,,,,,,,,,,,1207586010055,False,,,,
,location_change,,54eb234f-e7c8-44f2-a501-13d2fe3cbe7c,Android 11,,,,Vivo V25,,,,4G,2148250416160,,,,,,,,False,,,,,,1694022820,,,,,False,,,"-16.3438,-41.4374",
,,,8a88bc73-7f38-4171-ab3b-30df5787f914,,,,,,True,,2023-06-26 10:21:34,,,,,,,,,,,,SIM switch,,,,,,3644976880449,3G,,False,,iPhone 14,"-68.1263,78.9028",
,,,,,,,,,,5G,,,9749126821730,Vivo V25,,,,e66e96a4-e359-4534-b2ce-8e87060827e6,Android 13,,,,,,False,"-74.5589,124.4886",,09/21/2023 12:30:37,,,,False,,,,
,,,,Android 13,,,,,,4G,,,4770092509180,Oppo F21,,,,6bfc35f6-7fc1-47f4-9788-727a72bef08c,,,,,,SIM switch,True,,2023-02-09T18:19:29.000Z,,,,,False,,,"-88.8789,28.7260",
,,,48261d9f-15d8-43bc-97bc-effb8a755c5e,,4683342286738,,,iPhone 13,True,,2023-09-08 18:24:06,,,,,,,,Android 12,,,,app_launch,,,,,,,4G,,False,,,,
,,,,,,,,,True,,,,,iPhone 14,,,,,,,,5G,SIM switch,,,,09/11/2023 00:22:47,,,,3198538963379,False,82313cbc-3874-4144-9415-287cb061bb32,,"55.7550,61.1361",iOS 15
False,,,,Android 12,,SIM switch,"-0.9037,-152.4764",iPhone 13,,,,2G,,,,,,867226bf-be34-4dbf-9c48-40684f9af1ff,,,,,,,,,1692687758,,,,7090147687472,False,,,,
,,,,,7964098398398,,,,,,,5G,,,,,iPhone 13,,,Android 12,False,,power_on,,,,2023-10-04 03:55:26,,,,,False,24d2d10f-5799-499e-b36c-8c5cb773d8f4,,"-75.3808,29.8570",
,,"-20.8824,163.5076",,,,power_on,,,False,,2023-06-26T21:40:41.000Z,,2743566058968,,,ca136123-0ace-4fbb-ab5c-10437f9930ee,,,,Android 12,,,,,,,,,,2G,,False,,Oppo F21,,
,app_launch,"28.5898,11.3165",1c8a8cfe-55bf-47b7-9e96-2d3b183f5b6d,,,,,,,,,,,,01/08/2023 17:00:36,,,,,Android 12,,,,,True,,,,,4G,3483225713222,False,,Pixel 7,,
,,,,,9322330351626,,,,,,,,,,1676640837,,iPhone 13,,iOS 15,,,,,power_on,False,"-6.7440,-143.9526",,,,2G,,True,7dc68408-745a-4200-a60e-d5b63dc1d674,,,
False,,,e768b190-c963-40d5-aa13-c7b6422bfc55,iOS 16,,location_change,"89.2751,22.4643",,,,,,3425146126810,Realme GT,,,,,,,,4G,,,,,20/12/2023 02:28:51,,,,,False,,,,
,,,,,,,,Xiaomi Mi 11,False,,,,8975924207495,,,,,,Android 12,,,,,,,"18.1305,-168.4847",1696019436,,,WiFi,,False,2ce8c879-ebad-451b-be1d-19db737d39d1,,,
,location_change,,,,,,,,False,,2023-04-13 08:23:56,,,Pixel 7,,,,,,,,,,,,"45.5672,-170.7490",,,,WiFi,8001934148268,False,c4304ce2-ae75-411b-9531-6e4ef6a21041,,,Android 13
True,,,ab91f142-83f2-4c06-8628-2bf17475fb4a,,8253509332959,location_change,,,,4G,,,,Pixel 7,,,,,Android 12,,,,,,,"17.5079,-88.1453",,2023-10-10T20:21:40.000Z,,,,False,,,,
,,,,Android 11,,,,Vivo V25,,,,,,,,,,,,,,2G,,power_on,False,"64.6768,-60.0367",2023-07-03 17:14:33,,4124455406496,,,False,,,,
,,"11.2829,-167.4484",,iOS 16,,,,iPhone 13,False,,,,,,2023-05-19T09:31:30.000Z,,,744c3cdc-c481-4e23-bb76-3fdb3f93681e,,,,5G,,location_change,,,,,8408568350609,,,False,,,,
,SIM switch,"12.4864,-93.1846",6d055562-abbe-4f3f-9b6f-d184962ee683,Android 11,,,,,,,,,,Pixel 6,,,,,,,,WiFi,,,False,,,12/16/2023 05:23:25,4553425623358,,,False,,,,
,,"-75.8394,-66.0986",c4bf47ab-104b-43a2-a2e1-f5312135baa6,iOS 15,2320817161301,app_launch,,OnePlus 10,,4G,,,,,,,,,,,False,,,,,,,29/11/2023 11:31:39,,,,False,,,,
,,"39.9088,-84.3835",c34f25b3-c05f-4f44-8d03-5db7de7129d0,,,location_change,,,,,1702517077,,3103339054376,,,,Vivo V25,,,,,,,,False,,,,,,,False,,,,Android 13
,,"62.9943,-159.8381",,,,,,,False,2G,2023-08-20 18:39:54,,,,,ed4b4709-db41-4a02-b2f3-9d61e3eefd9b,,,,,,,,app_launch,,,,,,,8036616611612,False,,Vivo V25,,Android 11
True,,,,,3860500073704,,,,,4G,,,,iPhone 13,,b412b828-d7ad-49c4-91a1-5ed2a974d693,,,,,,,,,,"16.0109,-117.5219",,2023-01-22 23:12:52,,,,False,,,,Android 11
,app_launch,,,,2547518252990,,,,,,,,,Oppo F21,02/18/2023 22:47:50,6b55f66e-18c5-4c95-9dc8-be96a5df7af6,,,,Android 11,,,,,True,"55.9127,-23.4978",,,,4G,,True,,,,
,,,,Android 11,,app_launch,,,,,,2G,8781062281594,,,,,,,,,,,,False,,1677206588,,,,,False,,Oppo F21,,
,,,,,1528135982830,,,,,,12/19/2023 19:43:39,5G,,Realme GT,,,,b2abc704-ddc5-44d1-916f-4f590e110a3d,,iOS 16,True,,power_on,,,,,,,,,False,,,"25.6638,-9.2497",
True,,,5e818fb9-c44f-46da-a775-de4e171eb233,Android 13,,,"-8.9056,99.8893",iPhone 14,,,1701483444,,,,,,,,,,,,SIM switch,,,,,,4701760093736,,,False,,,,
,,,,,,location_change,,Xiaomi Mi 11,False,,,,4488761318839,,,,,,iOS 15,,,5G,,,,"-25.8026,135.8370",,1698412714,,,,False,9052c71f-7af1-455f-ac6f-67878350b6b5,,,
,,,,,,,,,False,WiFi,2023-08-18 16:07:06,,,OnePlus 10,,,,98c80d92-3c22-4a5b-9c98-20b361771f0c,,iOS 16,,,,,,,,,7128946596397,,,False,,,"-7.0601,127.1747",
,,"6.1997,-79.3506",,,6741356472638,,,,,,,,,,,,,7e2a10b7-9bf2-4e4d-b1bd-0ebd7a55191d,iOS 16,,False,,app_launch,,,,,21/11/2023 03:26:43,,3G,,False,,Realme GT,,
,,,905c41c8-a0b2-4f92-8191-af6600279212,,,,,,,,,,5550869069362,Oppo F21,,,,,,iOS 16,False,,,SIM switch,,,2023-08-25 18:03:24,,,WiFi,,False,,,"16.6799,110.8122",
,power_on,,,iOS 16,3948765479137,,,,,5G,,,,OnePlus 10,,,,f9b9cc29-13f5-40a7-b024-1d54c448e615,,,False,,,,,,2023-04-11T10:13:57.000Z,,,,,False,,,"42.2865,80.0806",
,,,,iOS 15,,app_launch,,Xiaomi Mi 11,-1,5G,,,,,,,,,,,,,,,,,2023-03-24T13:28:19.000Z,,8046332875916,,,False,,,,
,,,,,,power_on,,,,,18/07/2023 11:00:43,,,,,,Pixel 7,900a7f96-6880-4ad2-b447-fe6d98cb98dd,,Android 13,,4G,,,False,,,,3716182578758,,,True,,,"-52.5250,-84.0855",
,,"-1.7759,78.8079",,iOS 15,,app_launch,,,,,,,,,,,,bd82fae9-a5e9-46b6-aefc-15841662a3fd,,,,,,,True,,,08/24/2023 04:15:41,4147584361273,WiFi,,False,,OnePlus 10,,
-6,,,,,,,,,,,,WiFi,2791407962769,,,,Pixel 6,,,Android 13,,,,,,,,2023-02-10T13:41:40.000Z,,,,False,80eb65d4-2cd1-4816-acaf-e79bc5fcfb2d,,"-1.2661,-14.9032",
,power_on,,ae941127-5372-412d-a747-f1a6d9a5a981,Android 13,2613651392723,,,,,,,,,,,,,,,,,5G,,,False,,2023-07-30T13:21:27.000Z,,,,,False,,OnePlus 10,"-89.5069,-42.1089",
,,,,Android 11,,,,Pixel 6,,,,,,,,,,,,,,,app_launch,,True,"-17.3876,-19.5291",,1696972473,,,6274964987877,False,c9deda77-f7f5-4e9e-9b6a-0fe368f164d7,,,
True,app_launch,,,,,,"-34.1331,-28.4146",,,,,,6872924468050,Pixel 6,,2c2429e5-f265-471a-9ae1-6565ed805e72,,,iOS 15,,,,,,,,,05/18/2023 09:25:27,,3G,,False,,,,
,,,,,,,"-7.9114,23.1335",iPhone 13,,,,3G,,,2023-04-27 01:25:13,,,4168d309-95cf-4f3a-93db-4b7ba145a231,,,,,,,True,,,,3979455519983,,,False,,,,iOS 15
,,"-0.0710,87.5910",4b3766c3-5b67-483f-a62c-3640fa0e9f64,,2044345006472,,,,True,,,,,,,,,,Android 11,,,,,power_on,,,2023-09-14T06:06:12.000Z,,,3G,,False,,Pixel 6,,
,,,,,,,,,,,1673025144,,4846365677362,,,5e398455-a07d-4df5-a86a-908d5fd96278,,,,,,3G,location_change,,True,"-3.1655,-100.7911",,,,,,False,,Realme GT,,
True,,,f9ffc292-fd78-4ee5-9c9e-c098f0d4f2a4,Android 11,9980876514588,,"-6.5836,99.2035",,,4G,11/11/2023 01:35:39,,,,,,,,,,,,,power_on,,,,,,,,False,,,,
,,,,,,,"-25.5486,-127.9413",,,,,4G,,,2023-03-10T10:08:53.000Z,,,,,,True,,,,,,,,3610882192194,,,False,821a87fb-1229-4afe-94c4-329dd3c007ae,,,Android 11
,location_change,"71.5976,-103.3044",,,,,,,False,,,,3751545360931,Vivo V25,1701710956,,,,,Android 12,,3G,,,,,,,,,,False,,,,
,,,,,4503774244724,app_launch,,Realme GT,,WiFi,,,,,,,,76999245-7d5f-4305-8b3d-e72d1babb141,,,,,,,False,,1696705481,,,,,False,,,"-4.1890,57.4731",Android 12
,,,,,,,"-44.7557,1.6906",,,,,3G,,,,8a21235f-4a9b-470e-9bf0-30d2e8daaae1,Samsung Galaxy S22,,iOS 15,,False,,,location_change,,,05/11/2023 14:13:50,,,,4422755091228,False,,,,
,,"-53.0594,18.6572",,,,,,,,,,,,,2023-09-13 04:47:32,7ef2865e-fa91-4fb8-99fb-6744310a2cb2,iPhone 14,,Android 11,,,3G,,,True,,,,2607049736235,,,False,,,,
,,,,Android 12,,,"-68.7685,-64.3994",,,,,4G,3825329644089,,,d8dc7905-e182-4d2f-a18a-e0d4d5825176,,,,,False,,,power_on,,,,2023-01-20 08:54:20,,,,False,,iPhone 13,,
,,,d69d2e8c-a2e1-47e5-8d48-09d9d6af79be,,,power_on,,Vivo V25,,,,,,,,,,,,,False,,,,,,2023-12-18T20:38:53.000Z,,,5G,3728455270042,False,,,"-84.0317,-107.0199",iOS 15
,,,,,,,,,,,,5G,7700190705230,,,,Oppo F21,283a7d28-2aed-4bc7-a93f-05524377b3d2,,iOS 15,True,,app_launch,,,,,1684346226,,,,False,,,"-67.4792,-6.8927",
,,,e382339e-457d-457c-8874-7688b3b5a185,,,,,,,,2023-11-23 15:33:46,,9202961531034,Oppo F21,,,,,,,,3G,SIM switch,,True,"-38.0537,-21.3051",,,,,,False,,,,Android 13
,,,da2f3570-678e-4d8f-9f74-0cfe9fae80e8,iOS 15,,,,,,,,,,,09/21/2023 02:50:53,,,,,,,2G,,power_on,True,"1.7573,107.5370",,,5749040405291,,,False,,Xiaomi Mi 11,,
,,,,,,,,,,,,,,Vivo V25,10/27/2023 14:10:36,,,,,iOS 15,False,4G,,app_launch,,,,,,,8993718214992,False,b51c8d5b-d6c9-4fac-82d0-b6f4cdc100dd,,"-81.9208,21.6593",
